Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2001-11-26 00:00:00-05:00,115.75,116.33999633789062,115.06999969482422,115.93000030517578,74.91189575195312,13726000,0.0,0.0,0.0
2001-11-27 00:00:00-05:00,115.62000274658203,116.9000015258789,114.08999633789062,115.43000030517578,74.58879852294922,19261400,0.0,0.0,0.0
2001-11-28 00:00:00-05:00,114.73999786376953,115.16999816894531,113.25,113.33999633789062,73.23825073242188,20195500,0.0,0.0,0.0
2001-11-29 00:00:00-05:00,113.66000366210938,114.91999816894531,113.0,114.87000274658203,74.22694396972656,16354700,0.0,0.0,0.0
2001-11-30 00:00:00-05:00,114.4000015258789,114.91000366210938,114.0199966430664,114.05000305175781,73.69706726074219,13680300,0.0,0.0,0.0
2001-12-03 00:00:00-05:00,113.6500015258789,114.08000183105469,113.01000213623047,113.37000274658203,73.25762939453125,15220400,0.0,0.0,0.0
2001-12-04 00:00:00-05:00,113.91999816894531,115.30000305175781,113.3499984741211,115.29000091552734,74.4983139038086,17239900,0.0,0.0,0.0
2001-12-05 00:00:00-05:00,115.61000061035156,118.0,115.55999755859375,117.4000015258789,75.86174774169922,25204000,0.0,0.0,0.0
2001-12-06 00:00:00-05:00,117.33999633789062,117.94000244140625,116.93000030517578,117.33999633789062,75.822998046875,17972900,0.0,0.0,0.0
2001-12-07 00:00:00-05:00,116.9000015258789,117.08999633789062,115.69999694824219,116.55999755859375,75.31897735595703,18857800,0.0,0.0,0.0
2001-12-10 00:00:00-05:00,115.8499984741211,116.38999938964844,114.3499984741211,114.37999725341797,73.91031646728516,13862700,0.0,0.0,0.0
2001-12-11 00:00:00-05:00,114.9000015258789,115.72000122070312,113.9000015258789,114.1500015258789,73.76168060302734,20833300,0.0,0.0,0.0
2001-12-12 00:00:00-05:00,114.55000305175781,114.77999877929688,113.11000061035156,114.27999877929688,73.84568786621094,16171500,0.0,0.0,0.0
2001-12-13 00:00:00-05:00,113.44999694824219,113.69999694824219,112.04000091552734,112.05999755859375,72.41114807128906,19026700,0.0,0.0,0.0
2001-12-14 00:00:00-05:00,112.33000183105469,113.48999786376953,112.0,113.12999725341797,73.10256958007812,16721900,0.0,0.0,0.0
2001-12-17 00:00:00-05:00,112.98999786376953,114.36000061035156,112.9000015258789,114.30000305175781,73.85861206054688,13925900,0.0,0.0,0.0
2001-12-18 00:00:00-05:00,114.62999725341797,115.1500015258789,114.33999633789062,114.9800033569336,74.29802703857422,13663700,0.0,0.0,0.0
2001-12-19 00:00:00-05:00,114.08999633789062,115.91999816894531,114.0,115.79000091552734,74.82139587402344,20143400,0.0,0.0,0.0
2001-12-20 00:00:00-05:00,115.5,115.80000305175781,114.55000305175781,114.6500015258789,74.08477020263672,14867900,0.0,0.0,0.0
2001-12-21 00:00:00-05:00,115.02999877929688,115.06999969482422,114.19999694824219,114.94999694824219,74.53414916992188,14037700,0.393,0.0,0.0
2001-12-24 00:00:00-05:00,114.83000183105469,115.04000091552734,114.61000061035156,114.7300033569336,74.39147186279297,5728800,0.0,0.0,0.0
2001-12-26 00:00:00-05:00,114.6500015258789,116.20999908447266,114.6500015258789,115.36000061035156,74.7999496459961,10304800,0.0,0.0,0.0
2001-12-27 00:00:00-05:00,115.30000305175781,116.08000183105469,115.25,116.05999755859375,75.25385284423828,9407300,0.0,0.0,0.0
2001-12-28 00:00:00-05:00,116.29000091552734,116.75,115.91999816894531,116.0,75.21493530273438,10593800,0.0,0.0,0.0
2001-12-31 00:00:00-05:00,116.1500015258789,116.38999938964844,114.2300033569336,114.30000305175781,74.1126708984375,14619500,0.0,0.0,0.0
2002-01-02 00:00:00-05:00,115.11000061035156,115.75,113.80999755859375,115.52999877929688,74.9101791381836,18651900,0.0,0.0,0.0
2002-01-03 00:00:00-05:00,115.6500015258789,116.94999694824219,115.54000091552734,116.83999633789062,75.75960540771484,15743000,0.0,0.0,0.0
2002-01-04 00:00:00-05:00,117.16999816894531,117.9800033569336,116.55000305175781,117.62000274658203,76.26534271240234,20140700,0.0,0.0,0.0
2002-01-07 00:00:00-05:00,117.69999694824219,117.98999786376953,116.55999755859375,116.79000091552734,75.72721099853516,13106500,0.0,0.0,0.0
2002-01-08 00:00:00-05:00,116.79000091552734,117.05999755859375,115.97000122070312,116.5199966430664,75.5521240234375,12683700,0.0,0.0,0.0
2002-01-09 00:00:00-05:00,116.68000030517578,117.77999877929688,115.33999633789062,115.56999969482422,74.93612670898438,16610300,0.0,0.0,0.0
2002-01-10 00:00:00-05:00,115.69000244140625,116.3499984741211,115.30000305175781,116.08000183105469,75.26679992675781,12823400,0.0,0.0,0.0
2002-01-11 00:00:00-05:00,116.20999908447266,116.27999877929688,114.69999694824219,114.94000244140625,74.52764892578125,13708400,0.0,0.0,0.0
2002-01-14 00:00:00-05:00,114.6500015258789,114.83999633789062,113.95999908447266,114.22000122070312,74.060791015625,12301100,0.0,0.0,0.0
2002-01-15 00:00:00-05:00,114.55000305175781,115.38999938964844,113.9000015258789,115.1500015258789,74.66381072998047,20219900,0.0,0.0,0.0
2002-01-16 00:00:00-05:00,114.30000305175781,114.4000015258789,112.69000244140625,112.81999969482422,73.15299987792969,17067000,0.0,0.0,0.0
2002-01-17 00:00:00-05:00,113.76000213623047,114.23999786376953,113.4000015258789,113.66999816894531,73.70417785644531,17283400,0.0,0.0,0.0
2002-01-18 00:00:00-05:00,113.0,113.8499984741211,112.66999816894531,113.1500015258789,73.36701202392578,17028000,0.0,0.0,0.0
2002-01-22 00:00:00-05:00,113.75,113.93000030517578,112.0199966430664,112.37000274658203,72.86124420166016,11689300,0.0,0.0,0.0
2002-01-23 00:00:00-05:00,112.62999725341797,113.55000305175781,112.0199966430664,113.2300033569336,73.41888427734375,12438900,0.0,0.0,0.0
2002-01-24 00:00:00-05:00,113.63999938964844,114.25,113.31999969482422,113.58000183105469,73.64582061767578,12142800,0.0,0.0,0.0
2002-01-25 00:00:00-05:00,113.12000274658203,114.18000030517578,113.04000091552734,113.55000305175781,73.6263427734375,12810700,0.0,0.0,0.0
2002-01-28 00:00:00-05:00,113.9000015258789,114.19000244140625,112.91999816894531,113.86000061035156,73.82734680175781,10589200,0.0,0.0,0.0
2002-01-29 00:00:00-05:00,113.8499984741211,114.12999725341797,110.05000305175781,110.27999877929688,71.506103515625,27720800,0.0,0.0,0.0
2002-01-30 00:00:00-05:00,110.38999938964844,113.38999938964844,108.4000015258789,111.87000274658203,72.53704071044922,34711800,0.0,0.0,0.0
2002-01-31 00:00:00-05:00,112.1500015258789,113.30000305175781,111.62000274658203,113.18000030517578,73.38642120361328,19909200,0.0,0.0,0.0
2002-02-01 00:00:00-05:00,113.08999633789062,113.30000305175781,112.16999816894531,112.6500015258789,73.04276275634766,15838500,0.0,0.0,0.0
2002-02-04 00:00:00-05:00,112.2300033569336,112.2300033569336,109.44000244140625,109.8499984741211,71.22724151611328,24243400,0.0,0.0,0.0
2002-02-05 00:00:00-05:00,109.4000015258789,110.48999786376953,108.52999877929688,109.16999816894531,70.78633880615234,33614000,0.0,0.0,0.0
2002-02-06 00:00:00-05:00,109.6500015258789,109.73999786376953,108.05999755859375,108.69999694824219,70.48159790039062,29486000,0.0,0.0,0.0
2002-02-07 00:00:00-05:00,108.72000122070312,109.86000061035156,108.0,108.0199966430664,70.0406494140625,23445400,0.0,0.0,0.0
2002-02-08 00:00:00-05:00,108.62999725341797,110.75,108.30000305175781,110.08999633789062,71.38285827636719,19277800,0.0,0.0,0.0
2002-02-11 00:00:00-05:00,110.05000305175781,111.63999938964844,109.81999969482422,111.44000244140625,72.25823974609375,18792400,0.0,0.0,0.0
2002-02-12 00:00:00-05:00,110.95999908447266,111.70999908447266,110.02999877929688,111.08999633789062,72.0312728881836,13942500,0.0,0.0,0.0
2002-02-13 00:00:00-05:00,111.4800033569336,112.54000091552734,111.3499984741211,112.2699966430664,72.79639434814453,16781100,0.0,0.0,0.0
2002-02-14 00:00:00-05:00,112.51000213623047,112.97000122070312,111.58999633789062,112.05999755859375,72.66021728515625,20453800,0.0,0.0,0.0
2002-02-15 00:00:00-05:00,112.1500015258789,112.23999786376953,110.70999908447266,110.88999938964844,71.9016342163086,18366800,0.0,0.0,0.0
2002-02-19 00:00:00-05:00,110.1500015258789,110.29000091552734,108.61000061035156,108.76000213623047,70.52051544189453,15988100,0.0,0.0,0.0
2002-02-20 00:00:00-05:00,109.05000305175781,110.58999633789062,107.81999969482422,110.58999633789062,71.70706939697266,29242800,0.0,0.0,0.0
2002-02-21 00:00:00-05:00,109.93000030517578,110.62999725341797,108.26000213623047,108.30000305175781,70.22225189208984,26288600,0.0,0.0,0.0
2002-02-22 00:00:00-05:00,108.3499984741211,109.94000244140625,107.87000274658203,109.63999938964844,71.09109497070312,26572900,0.0,0.0,0.0
2002-02-25 00:00:00-05:00,109.73999786376953,111.80999755859375,109.69999694824219,111.44999694824219,72.2646713256836,17458700,0.0,0.0,0.0
2002-02-26 00:00:00-05:00,111.5999984741211,112.04000091552734,110.56999969482422,111.22000122070312,72.11554718017578,22346500,0.0,0.0,0.0
2002-02-27 00:00:00-05:00,111.95999908447266,112.86000061035156,110.6500015258789,111.6500015258789,72.39439392089844,28597900,0.0,0.0,0.0
2002-02-28 00:00:00-05:00,111.83000183105469,112.75,111.02999877929688,111.1500015258789,72.07017517089844,23755400,0.0,0.0,0.0
2002-03-01 00:00:00-05:00,111.72000122070312,113.8499984741211,111.51000213623047,113.73999786376953,73.74954223632812,26273600,0.0,0.0,0.0
2002-03-04 00:00:00-05:00,113.9000015258789,115.98999786376953,113.6500015258789,115.75,75.0528335571289,27184600,0.0,0.0,0.0
2002-03-05 00:00:00-05:00,115.33000183105469,116.4000015258789,114.97000122070312,115.37999725341797,74.81293487548828,22718900,0.0,0.0,0.0
2002-03-06 00:00:00-05:00,115.0999984741211,117.1500015258789,115.06999969482422,116.75,75.70122528076172,20143200,0.0,0.0,0.0
2002-03-07 00:00:00-05:00,117.36000061035156,117.5,115.56999969482422,116.5,75.53915405273438,19330800,0.0,0.0,0.0
2002-03-08 00:00:00-05:00,117.37999725341797,117.9000015258789,116.4800033569336,116.98999786376953,75.85687255859375,19930100,0.0,0.0,0.0
2002-03-11 00:00:00-05:00,116.88999938964844,117.9000015258789,116.43000030517578,117.23999786376953,76.01895904541016,15621800,0.0,0.0,0.0
2002-03-12 00:00:00-05:00,116.0999984741211,117.25,115.94000244140625,117.16999816894531,75.97356414794922,17153600,0.0,0.0,0.0
2002-03-13 00:00:00-05:00,116.62999725341797,116.75,115.63999938964844,116.04000091552734,75.24089813232422,17175300,0.0,0.0,0.0
2002-03-14 00:00:00-05:00,116.04000091552734,116.43000030517578,115.62999725341797,115.87999725341797,75.13711547851562,11168100,0.0,0.0,0.0
2002-03-15 00:00:00-05:00,115.97000122070312,116.94999694824219,115.9000015258789,116.6500015258789,75.85311889648438,21220100,0.331,0.0,0.0
2002-03-18 00:00:00-05:00,117.0999984741211,117.55999755859375,116.0999984741211,116.66999816894531,75.8660659790039,17548900,0.0,0.0,0.0
2002-03-19 00:00:00-05:00,117.30000305175781,117.73999786376953,116.81999969482422,117.44999694824219,76.37328338623047,17912000,0.0,0.0,0.0
2002-03-20 00:00:00-05:00,116.5,116.58000183105469,115.19000244140625,115.23999786376953,74.93622589111328,17114500,0.0,0.0,0.0
2002-03-21 00:00:00-05:00,115.30000305175781,115.9000015258789,114.12000274658203,115.29000091552734,74.96871185302734,25846800,0.0,0.0,0.0
2002-03-22 00:00:00-05:00,115.5,115.94000244140625,114.69999694824219,115.04000091552734,74.80615997314453,15235400,0.0,0.0,0.0
2002-03-25 00:00:00-05:00,115.08999633789062,115.36000061035156,113.30000305175781,113.61000061035156,73.87625885009766,17499600,0.0,0.0,0.0
2002-03-26 00:00:00-05:00,113.5199966430664,115.0199966430664,113.47000122070312,114.2699966430664,74.3054428100586,19947600,0.0,0.0,0.0
2002-03-27 00:00:00-05:00,114.02999877929688,115.01000213623047,113.76000213623047,114.56999969482422,74.50056457519531,19020300,0.0,0.0,0.0
2002-03-28 00:00:00-05:00,114.97000122070312,115.7699966430664,114.5,114.5199966430664,74.46800231933594,17532900,0.0,0.0,0.0
2002-04-01 00:00:00-05:00,114.2300033569336,115.0999984741211,113.5,114.56999969482422,74.50056457519531,17711000,0.0,0.0,0.0
2002-04-02 00:00:00-05:00,113.9800033569336,114.94999694824219,113.7699966430664,113.94000244140625,74.09086608886719,15669500,0.0,0.0,0.0
2002-04-03 00:00:00-05:00,114.01000213623047,114.20999908447266,112.16000366210938,113.13999938964844,73.57066345214844,25658500,0.0,0.0,0.0
2002-04-04 00:00:00-05:00,112.5999984741211,113.4000015258789,112.2300033569336,112.66999816894531,73.26504516601562,23549000,0.0,0.0,0.0
2002-04-05 00:00:00-05:00,113.19000244140625,113.62999725341797,112.18000030517578,112.69000244140625,73.27803039550781,19404900,0.0,0.0,0.0
2002-04-08 00:00:00-04:00,111.31999969482422,113.02999877929688,111.2300033569336,112.93000030517578,73.43409729003906,16470100,0.0,0.0,0.0
2002-04-09 00:00:00-04:00,113.18000030517578,113.18000030517578,111.93000030517578,112.13999938964844,72.92039489746094,15122700,0.0,0.0,0.0
2002-04-10 00:00:00-04:00,112.0999984741211,113.54000091552734,112.08999633789062,113.41000366210938,73.7462158203125,17199300,0.0,0.0,0.0
2002-04-11 00:00:00-04:00,112.88999938964844,113.05000305175781,110.5,110.58999633789062,71.91248321533203,25453700,0.0,0.0,0.0
2002-04-12 00:00:00-04:00,111.0199966430664,111.6500015258789,110.04000091552734,111.41999816894531,72.45221710205078,14950600,0.0,0.0,0.0
2002-04-15 00:00:00-04:00,111.62000274658203,111.86000061035156,110.19999694824219,110.56999969482422,71.89949035644531,17394900,0.0,0.0,0.0
2002-04-16 00:00:00-04:00,111.69999694824219,113.31999969482422,111.66999816894531,113.19999694824219,73.60965728759766,15040900,0.0,0.0,0.0
2002-04-17 00:00:00-04:00,113.38999938964844,113.66999816894531,112.5999984741211,112.95999908447266,73.45360565185547,12920100,0.0,0.0,0.0
2002-04-18 00:00:00-04:00,112.9000015258789,113.45999908447266,111.1500015258789,112.47000122070312,73.13497161865234,25204800,0.0,0.0,0.0
2002-04-19 00:00:00-04:00,113.19999694824219,113.23999786376953,112.55999755859375,112.87999725341797,73.40161895751953,10499200,0.0,0.0,0.0
2002-04-22 00:00:00-04:00,112.37999725341797,112.43000030517578,110.83999633789062,111.0,72.17906951904297,13922900,0.0,0.0,0.0
2002-04-23 00:00:00-04:00,111.08999633789062,111.4800033569336,110.16999816894531,110.5199966430664,71.8669662475586,16967000,0.0,0.0,0.0
2002-04-24 00:00:00-04:00,110.55999755859375,111.80999755859375,109.4000015258789,109.41000366210938,71.14515686035156,18902700,0.0,0.0,0.0
2002-04-25 00:00:00-04:00,109.20999908447266,109.73999786376953,108.72000122070312,109.47000122070312,71.18421936035156,25451500,0.0,0.0,0.0
2002-04-26 00:00:00-04:00,109.79000091552734,110.01000213623047,107.29000091552734,107.38999938964844,69.83163452148438,19769800,0.0,0.0,0.0
2002-04-29 00:00:00-04:00,107.93000030517578,108.26000213623047,106.62999725341797,106.86000061035156,69.48702239990234,17724400,0.0,0.0,0.0
2002-04-30 00:00:00-04:00,107.0199966430664,108.63999938964844,106.63999938964844,107.86000061035156,70.13726806640625,19473500,0.0,0.0,0.0
2002-05-01 00:00:00-04:00,107.97000122070312,109.25,106.80000305175781,109.18000030517578,70.99564361572266,24575600,0.0,0.0,0.0
2002-05-02 00:00:00-04:00,109.0999984741211,109.91000366210938,107.77999877929688,108.76000213623047,70.7225341796875,15666800,0.0,0.0,0.0
2002-05-03 00:00:00-04:00,108.5999984741211,108.76000213623047,107.19999694824219,107.58000183105469,69.95520782470703,18185500,0.0,0.0,0.0
2002-05-06 00:00:00-04:00,107.63999938964844,107.98999786376953,105.30999755859375,105.47000122070312,68.58312225341797,23630400,0.0,0.0,0.0
2002-05-07 00:00:00-04:00,106.0999984741211,106.31999969482422,104.9000015258789,105.0999984741211,68.34255981445312,21910000,0.0,0.0,0.0
2002-05-08 00:00:00-04:00,107.05000305175781,109.36000061035156,106.79000091552734,109.01000213623047,70.88504028320312,27917400,0.0,0.0,0.0
2002-05-09 00:00:00-04:00,108.6500015258789,109.0999984741211,107.58000183105469,107.75,70.06572723388672,18085600,0.0,0.0,0.0
2002-05-10 00:00:00-04:00,107.97000122070312,108.05000305175781,105.5999984741211,105.72000122070312,68.7457046508789,18958900,0.0,0.0,0.0
2002-05-13 00:00:00-04:00,106.22000122070312,107.94999694824219,105.79000091552734,107.87000274658203,70.14374542236328,14677700,0.0,0.0,0.0
2002-05-14 00:00:00-04:00,109.62000274658203,110.37000274658203,109.0,110.22000122070312,71.67188262939453,34201200,0.0,0.0,0.0
2002-05-15 00:00:00-04:00,109.5,110.91000366210938,109.29000091552734,109.79000091552734,71.39229583740234,29535300,0.0,0.0,0.0
2002-05-16 00:00:00-04:00,109.69999694824219,110.4800033569336,109.33000183105469,110.36000061035156,71.76292419433594,28092000,0.0,0.0,0.0
2002-05-17 00:00:00-04:00,110.66000366210938,111.25,110.0999984741211,110.9000015258789,72.11407470703125,27823700,0.0,0.0,0.0
2002-05-20 00:00:00-04:00,110.63999938964844,110.69000244140625,109.48999786376953,109.69999694824219,71.3337631225586,13833800,0.0,0.0,0.0
2002-05-21 00:00:00-04:00,110.11000061035156,110.4800033569336,108.31999969482422,108.69999694824219,70.6834945678711,16877200,0.0,0.0,0.0
2002-05-22 00:00:00-04:00,108.22000122070312,109.12000274658203,108.0,108.94000244140625,70.83956146240234,15844200,0.0,0.0,0.0
2002-05-23 00:00:00-04:00,109.26000213623047,110.36000061035156,108.4800033569336,110.0999984741211,71.59386444091797,13879800,0.0,0.0,0.0
2002-05-24 00:00:00-04:00,109.9800033569336,110.19999694824219,108.61000061035156,108.69000244140625,70.67695617675781,11877000,0.0,0.0,0.0
2002-05-28 00:00:00-04:00,109.05000305175781,109.12999725341797,107.44999694824219,108.0999984741211,70.29332733154297,24236900,0.0,0.0,0.0
2002-05-29 00:00:00-04:00,107.62000274658203,108.0199966430664,107.12999725341797,107.30000305175781,69.77312469482422,14773300,0.0,0.0,0.0
2002-05-30 00:00:00-04:00,106.55000305175781,107.51000213623047,105.9000015258789,107.0,69.57806396484375,18217900,0.0,0.0,0.0
2002-05-31 00:00:00-04:00,107.4000015258789,108.55999755859375,106.8499984741211,107.22000122070312,69.72110748291016,19826300,0.0,0.0,0.0
2002-06-03 00:00:00-04:00,107.08999633789062,107.5999984741211,104.12999725341797,104.37000274658203,67.86788177490234,26056300,0.0,0.0,0.0
2002-06-04 00:00:00-04:00,104.1500015258789,105.19999694824219,103.55000305175781,104.62999725341797,68.03692626953125,25856200,0.0,0.0,0.0
2002-06-05 00:00:00-04:00,104.94999694824219,105.66999816894531,104.3499984741211,105.61000061035156,68.6741714477539,19695900,0.0,0.0,0.0
2002-06-06 00:00:00-04:00,105.54000091552734,105.5999984741211,103.1500015258789,103.45999908447266,67.276123046875,22998500,0.0,0.0,0.0
2002-06-07 00:00:00-04:00,101.77999877929688,103.91999816894531,101.72000122070312,103.33999633789062,67.19807434082031,24011600,0.0,0.0,0.0
2002-06-10 00:00:00-04:00,103.23999786376953,104.45999908447266,103.0199966430664,103.73999786376953,67.45818328857422,18759900,0.0,0.0,0.0
2002-06-11 00:00:00-04:00,104.12999725341797,104.54000091552734,101.7300033569336,101.95999908447266,66.30073547363281,19990700,0.0,0.0,0.0
2002-06-12 00:00:00-04:00,101.70999908447266,102.80999755859375,100.77999877929688,102.58000183105469,66.70391845703125,31266000,0.0,0.0,0.0
2002-06-13 00:00:00-04:00,102.12999725341797,103.0,101.33999633789062,101.55000305175781,66.03411865234375,21043900,0.0,0.0,0.0
2002-06-14 00:00:00-04:00,100.30999755859375,101.55999755859375,98.5,101.4000015258789,65.93658447265625,39267500,0.0,0.0,0.0
2002-06-17 00:00:00-04:00,101.91999816894531,104.33999633789062,101.8499984741211,104.12000274658203,67.70528411865234,17647200,0.0,0.0,0.0
2002-06-18 00:00:00-04:00,103.73999786376953,105.02999877929688,103.62999725341797,104.97000122070312,68.25802612304688,21628500,0.0,0.0,0.0
2002-06-19 00:00:00-04:00,103.5,104.43000030517578,102.23999786376953,102.5199966430664,66.66487884521484,21540700,0.0,0.0,0.0
2002-06-20 00:00:00-04:00,102.26000213623047,103.05000305175781,100.95999908447266,101.20999908447266,65.81304168701172,25691000,0.0,0.0,0.0
2002-06-21 00:00:00-04:00,100.47000122070312,100.93000030517578,98.68000030517578,99.27999877929688,64.78396606445312,31190700,0.353,0.0,0.0
2002-06-24 00:00:00-04:00,98.61000061035156,100.69000244140625,97.25,99.80000305175781,65.123291015625,37169700,0.0,0.0,0.0
2002-06-25 00:00:00-04:00,100.30000305175781,100.88999938964844,97.54000091552734,97.55999755859375,63.661624908447266,33355000,0.0,0.0,0.0
2002-06-26 00:00:00-04:00,95.19999694824219,98.1500015258789,95.19000244140625,97.72000122070312,63.766014099121094,37913600,0.0,0.0,0.0
2002-06-27 00:00:00-04:00,98.5,99.48999786376953,96.56999969482422,99.43000030517578,64.88186645507812,31616400,0.0,0.0,0.0
2002-06-28 00:00:00-04:00,99.23999786376953,100.5,98.87999725341797,98.95999908447266,64.57514953613281,28184200,0.0,0.0,0.0
2002-07-01 00:00:00-04:00,99.18000030517578,99.80000305175781,96.88999938964844,97.02999877929688,63.315792083740234,20270200,0.0,0.0,0.0
2002-07-02 00:00:00-04:00,96.86000061035156,97.19999694824219,94.7699966430664,94.97000122070312,61.97152328491211,34213900,0.0,0.0,0.0
2002-07-03 00:00:00-04:00,94.62000274658203,95.83999633789062,93.72000122070312,95.51000213623047,62.32392120361328,30565800,0.0,0.0,0.0
2002-07-05 00:00:00-04:00,96.77999877929688,99.52999877929688,96.66000366210938,99.30999755859375,64.80352020263672,19013500,0.0,0.0,0.0
2002-07-08 00:00:00-04:00,98.9800033569336,99.69999694824219,97.55999755859375,98.06999969482422,63.994407653808594,19118600,0.0,0.0,0.0
2002-07-09 00:00:00-04:00,97.7300033569336,98.33999633789062,95.01000213623047,95.5999984741211,62.3826904296875,28620400,0.0,0.0,0.0
2002-07-10 00:00:00-04:00,96.0,96.06999969482422,92.04000091552734,92.12000274658203,60.11179733276367,50522500,0.0,0.0,0.0
2002-07-11 00:00:00-04:00,91.76000213623047,93.3499984741211,90.31999969482422,92.87000274658203,60.601226806640625,59476500,0.0,0.0,0.0
2002-07-12 00:00:00-04:00,93.33000183105469,93.88999938964844,91.5199966430664,91.8499984741211,59.93560791015625,39018600,0.0,0.0,0.0
